1								
1		36		Test_ID			
1		Mass					
	1.73E+06	-1.11E+01	-4.95E+02	-7.24E+03	-1.20E+07	-2.06E+04	1.01E+02	8.99E+02	1.13E+01	-4.70E+00	-7.74E-01	-4.14E-01	4.27E+01	2.79E+01	2.80E-01	4.16E+02	1.26E+02	-3.85E-01	-2.60E-01	-1.29E+02	-1.79E+01	-7.07E-02	-1.59E+00	3.62E+00	-1.87E+02	-3.04E+00	3.23E-01	6.37E+00	-2.57E+00	3.14E+02	3.60E+01	2.02E+01	1.69E+01	1.79E+00	-1.13E+00	-1.22E+01
	-1.11E+01	1.73E+06	-3.06E+02	1.20E+07	-6.96E+03	3.88E+04	-8.99E+02	1.01E+02	1.03E+01	4.57E+00	9.08E-01	-1.93E-01	-2.79E+01	4.24E+01	4.11E-01	1.26E+02	-4.16E+02	-5.04E-01	-2.12E-01	1.80E+01	-1.30E+02	-5.82E-02	-1.46E+00	1.87E+02	3.68E+00	-2.95E+00	-3.03E+00	-4.85E+00	1.42E+00	3.59E+01	-3.14E+02	1.80E+01	-2.13E+01	8.63E-01	-3.00E+00	-1.59E+01
	-4.95E+02	-3.06E+02	6.89E+05	1.57E+02	-9.75E+02	2.61E+04	3.33E-02	-6.80E-04	-2.84E-04	-1.15E+00	-8.72E-02	1.17E-03	-2.26E-02	-2.02E-02	3.99E+01	-3.55E-02	9.34E-02	-2.88E+01	1.39E-03	1.17E-02	4.21E-02	-2.15E+01	3.39E+02	3.25E+00	-3.14E+00	-4.08E-02	-2.87E+00	-3.55E-01	1.20E+00	-1.01E+00	1.11E+00	-8.10E-01	2.39E-03	-2.24E+02	5.02E-01	1.33E+00
	-7.24E+03	1.20E+07	1.57E+02	9.19E+07	1.48E+03	3.09E+05	-7.74E+03	8.64E+02	8.88E+01	4.03E+01	8.65E+00	-1.18E+00	-2.20E+02	4.78E+02	3.52E+00	1.04E+03	-3.43E+03	-4.26E+00	-1.01E+00	1.02E+02	-8.06E+02	-2.57E-01	-9.08E-01	6.07E+02	7.85E+00	-8.89E+00	-2.48E+01	-2.89E+01	1.02E+01	2.34E+02	-1.95E+03	4.86E+01	-6.16E+01	5.36E-01	-1.80E+01	-1.06E+02
	-1.20E+07	-6.96E+03	-9.75E+02	1.48E+03	9.19E+07	1.84E+05	-8.64E+02	-7.74E+03	-9.76E+01	4.01E+01	7.80E+00	2.82E+00	-4.80E+02	-2.19E+02	-2.59E+00	-3.43E+03	-1.04E+03	3.30E+00	1.08E+00	8.06E+02	1.02E+02	3.26E-01	3.35E-01	-7.64E+00	6.05E+02	9.15E+00	-7.54E+00	-4.12E+01	1.72E+01	-1.96E+03	-2.34E+02	-5.51E+01	-4.17E+01	-4.09E+00	4.33E+00	8.69E+01
	-2.06E+04	3.88E+04	2.61E+04	3.09E+05	1.84E+05	1.52E+08	-1.07E+02	-7.46E+01	-5.31E+00	-1.16E+04	-9.67E-01	3.68E-01	5.71E+00	-5.75E+00	3.23E+01	8.08E+00	1.35E+01	1.10E+01	-1.17E+00	6.26E+00	-3.82E+00	-9.16E+01	-3.80E+01	2.96E+01	2.63E+01	1.30E+01	-3.07E+03	1.98E+00	-2.40E+01	1.60E+01	3.02E+01	-3.39E-02	1.07E+01	-1.77E+02	1.48E+00	2.11E+00
	1.01E+02	-8.99E+02	3.33E-02	-7.74E+03	-8.64E+02	-1.07E+02	1.00E+00	-6.94E-17	-5.47E-17	1.01E-16	2.68E-16	-8.90E-17	3.07E-16	2.39E-17	-2.85E-17	1.28E-16	-1.46E-16	1.12E-16	4.85E-18	1.34E-16	1.71E-16	2.04E-16	-1.66E-16	2.42E-16	1.09E-16	-1.60E-16	-4.23E-17	-4.81E-17	2.53E-17	-3.86E-17	3.82E-17	-1.34E-18	-2.28E-18	-7.27E-17	-1.03E-16	2.15E-17
	8.99E+02	1.01E+02	-6.80E-04	8.64E+02	-7.74E+03	-7.46E+01	-6.94E-17	1.00E+00	-4.45E-16	-2.80E-17	-3.63E-16	-4.15E-17	6.51E-17	1.43E-16	-7.65E-17	1.17E-16	3.09E-17	-9.54E-17	2.30E-17	-1.20E-16	-5.21E-17	-9.41E-17	-1.07E-16	1.19E-16	-5.46E-17	-1.96E-16	-4.60E-17	-9.48E-17	4.63E-17	9.19E-17	5.53E-17	-4.78E-17	-2.46E-16	8.51E-17	-9.82E-17	-1.01E-16
	1.13E+01	1.03E+01	-2.84E-04	8.88E+01	-9.76E+01	-5.31E+00	-5.47E-17	-4.45E-16	1.00E+00	-4.48E-16	-8.16E-16	2.15E-16	1.94E-16	3.77E-17	-6.62E-17	1.39E-17	-1.37E-16	2.49E-17	-6.97E-17	-6.93E-18	-2.21E-17	-3.58E-17	1.68E-17	5.43E-17	-6.89E-17	-4.90E-17	-1.03E-16	-6.42E-17	-1.59E-17	6.73E-17	2.36E-17	9.18E-17	-8.62E-17	-5.33E-17	5.70E-17	-4.98E-17
	-4.70E+00	4.57E+00	-1.15E+00	4.03E+01	4.01E+01	-1.16E+04	1.01E-16	-2.80E-17	-4.48E-16	1.00E+00	4.08E-16	-5.61E-17	-9.76E-19	-4.34E-17	-2.44E-17	6.94E-18	4.25E-17	-7.82E-18	8.45E-18	-9.32E-18	8.49E-17	-4.18E-17	2.17E-16	-1.65E-16	-1.21E-16	-4.16E-17	-4.21E-17	-3.40E-17	5.81E-17	2.10E-17	1.60E-17	-5.53E-17	7.11E-17	-1.91E-17	1.75E-16	9.76E-17
	-7.74E-01	9.08E-01	-8.72E-02	8.65E+00	7.80E+00	-9.67E-01	2.68E-16	-3.63E-16	-8.16E-16	4.08E-16	1.00E+00	8.74E-17	-2.33E-16	-4.53E-17	-4.79E-17	-9.97E-17	-6.07E-18	5.06E-17	8.60E-18	4.08E-17	-1.11E-16	-2.24E-18	9.61E-17	-3.60E-17	-3.60E-17	8.10E-18	-3.77E-18	1.69E-17	1.48E-17	9.45E-17	-4.42E-17	-1.45E-17	5.58E-17	-1.21E-16	-5.43E-17	-4.14E-17
	-4.14E-01	-1.93E-01	1.17E-03	-1.18E+00	2.82E+00	3.68E-01	-8.90E-17	-4.15E-17	2.15E-16	-5.61E-17	8.74E-17	1.00E+00	4.47E-16	9.84E-17	-5.78E-17	8.94E-17	-1.71E-16	-2.41E-16	1.33E-16	-2.97E-16	-1.57E-16	-1.45E-16	1.22E-16	-1.33E-16	-1.14E-16	1.42E-17	1.32E-16	-4.90E-17	-9.66E-17	5.12E-17	7.00E-17	-6.09E-18	2.63E-18	7.71E-17	-5.09E-17	6.27E-17
